"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"29487","10-09-2018 12:01:00 AM","2018-133160","54","23H","ALL OTHER LARCENY","4726 ASHER AVE","LITTLE ROCK","AR",72204,34.722366,-92.326958,"4726 ASHER AVE
LITTLE ROCK, AR 72204
(34.722366, -92.326958)","2018-10-09","Oct",2018,"Tue",0
"29488","09-27-2018 02:00:00 PM","2018-123916","60","23D","THEFT FROM BUILDING","6700 H ST","LITTLE ROCK","AR",72207,34.759705,-92.347,"6700 H ST
LITTLE ROCK, AR 72207
(34.759705, -92.347)","2018-09-27","Sep",2018,"Thu",14
"29489","10-08-2018 12:00:00 PM","2018-130774","81","23G","THEFT OF MOTOR VEHICLE PARTS","7207 AZALEA DR","LITTLE ROCK","AR",72209,34.671676,-92.357887,"7207 AZALEA DR
LITTLE ROCK, AR 72209
(34.671676, -92.357887)","2018-10-08","Oct",2018,"Mon",12
"29490","10-10-2018 01:20:00 AM","2018-129666","91","23D","THEFT FROM BUILDING","11500 CHICOT RD","LITTLE ROCK","AR",72103,34.645877,-92.363563,"11500 CHICOT RD
LITTLE ROCK, AR 72103
(34.645877, -92.363563)","2018-10-10","Oct",2018,"Wed",1
"29491","10-17-2018 08:20:00 PM","2018-132905","71","23D","THEFT FROM BUILDING","514 ASBURY RD","LITTLE ROCK","AR",72211,34.751576,-92.426246,"514 ASBURY RD
LITTLE ROCK, AR 72211
(34.751576, -92.426246)","2018-10-17","Oct",2018,"Wed",20
"29492","10-14-2018 02:00:00 PM","2018-131833","50","23C","SHOPLIFTING","2600 CANTRELL RD","LITTLE ROCK","AR",72202,34.758358,-92.304185,"2600 CANTRELL RD
LITTLE ROCK, AR 72202
(34.758358, -92.304185)","2018-10-14","Oct",2018,"Sun",14
"29493","10-20-2018 04:34:00 PM","2018-134054","50","220","BURGLARY/B&E","306 ROSE ST","LITTLE ROCK","AR",72205,34.753651,-92.320596,"306 ROSE ST
LITTLE ROCK, AR 72205
(34.753651, -92.320596)","2018-10-20","Oct",2018,"Sat",16
"29494","10-20-2018 10:30:00 AM","2018-133930","63","220","BURGLARY/B&E","1221 RESERVOIR RD","LITTLE ROCK","AR",72227,34.763546,-92.376131,"1221 RESERVOIR RD
LITTLE ROCK, AR 72227
(34.763546, -92.376131)","2018-10-20","Oct",2018,"Sat",10
"29495","10-08-2018 02:00:00 PM","2018-134706","63","23H","ALL OTHER LARCENY","405 BURNSIDE DR","LITTLE ROCK","AR",72205,34.756244,-92.379076,"405 BURNSIDE DR
LITTLE ROCK, AR 72205
(34.756244, -92.379076)","2018-10-08","Oct",2018,"Mon",14
"29496","10-15-2018 03:00:00 PM","2018-132351","93","23D","THEFT FROM BUILDING","18500 FAWN TREE DR","LITTLE ROCK","AR",72210,34.660709,-92.440331,"18500 FAWN TREE DR
LITTLE ROCK, AR 72210
(34.660709, -92.440331)","2018-10-15","Oct",2018,"Mon",15
"29497","10-17-2018 10:00:00 PM","2018-133797","54","23G","THEFT OF MOTOR VEHICLE PARTS","5100 ASHER AVE","LITTLE ROCK","AR",72204,34.7211,-92.330177,"5100 ASHER AVE
LITTLE ROCK, AR 72204
(34.7211, -92.330177)","2018-10-17","Oct",2018,"Wed",22
"29498","10-18-2018 08:00:00 PM","2018-133462","60","23F","THEFT FROM MOTOR VEHICLE","419 BOB WHITE DR","LITTLE ROCK","AR",72205,34.748867,-92.347961,"419 BOB WHITE DR
LITTLE ROCK, AR 72205
(34.748867, -92.347961)","2018-10-18","Oct",2018,"Thu",20
"29499","10-16-2018 09:00:00 PM","2018-132616","72","23F","THEFT FROM MOTOR VEHICLE","12 STONEBRIDGE CIR","LITTLE ROCK","AR",72223,34.81331,-92.46892,"12 STONEBRIDGE CIR
LITTLE ROCK, AR 72223
(34.81331, -92.46892)","2018-10-16","Oct",2018,"Tue",21
"29500","10-18-2018 03:50:00 PM","2018-133238","61","23C","SHOPLIFTING","1510 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,34.738249,-92.34162,"1510 S UNIVERSITY AVE
LITTLE ROCK, AR 72204
(34.738249, -92.34162)","2018-10-18","Oct",2018,"Thu",15
"29501","10-08-2018 06:00:00 AM","2018-130839","70","23F","THEFT FROM MOTOR VEHICLE","31 VALLEY CLUB CIR","LITTLE ROCK","AR",72212,34.773132,-92.404815,"31 VALLEY CLUB CIR
LITTLE ROCK, AR 72212
(34.773132, -92.404815)","2018-10-08","Oct",2018,"Mon",6
"29502","10-17-2018 01:00:00 AM","2018-132867","81","23F","THEFT FROM MOTOR VEHICLE","3720 BASELINE RD","LITTLE ROCK","AR",72209,34.668037,-92.320168,"3720 BASELINE RD
LITTLE ROCK, AR 72209
(34.668037, -92.320168)","2018-10-17","Oct",2018,"Wed",1
"29503","10-14-2018 11:33:00 AM","2018-131531","80","23D","THEFT FROM BUILDING","5715 W 50TH ST","LITTLE ROCK","AR",72209,34.704258,-92.339626,"5715 W 50TH ST
LITTLE ROCK, AR 72209
(34.704258, -92.339626)","2018-10-14","Oct",2018,"Sun",11
"29504","10-17-2018 08:00:00 AM","2018-132678","61","23H","ALL OTHER LARCENY","35 BARBARA DR","LITTLE ROCK","AR",72204,34.734185,-92.34671,"35 BARBARA DR
LITTLE ROCK, AR 72204
(34.734185, -92.34671)","2018-10-17","Oct",2018,"Wed",8
"29505","10-16-2018 12:45:00 PM","2018-132341","71","23F","THEFT FROM MOTOR VEHICLE","701 WELLINGTON HILLS RD","LITTLE ROCK","AR",72211,34.761533,-92.444378,"701 WELLINGTON HILLS RD
LITTLE ROCK, AR 72211
(34.761533, -92.444378)","2018-10-16","Oct",2018,"Tue",12
"29506","10-17-2018 07:30:00 PM","2018-133087","50","23F","THEFT FROM MOTOR VEHICLE","3625 KAVANAUGH BLVD","LITTLE ROCK","AR",72205,34.762882,-92.331512,"3625 KAVANAUGH BLVD
LITTLE ROCK, AR 72205
(34.762882, -92.331512)","2018-10-17","Oct",2018,"Wed",19
"29507","10-21-2018 08:30:00 PM","2018-134336","60","220","BURGLARY/B&E","6301 C ST","LITTLE ROCK","AR",72205,34.755042,-92.344258,"6301 C ST
LITTLE ROCK, AR 72205
(34.755042, -92.344258)","2018-10-21","Oct",2018,"Sun",20
"29508","10-19-2018 04:00:00 PM","2018-134639","91","240","MOTOR VEHICLE THEFT","11500 CHICOT RD","LITTLE ROCK","AR",72103,34.645877,-92.363563,"11500 CHICOT RD
LITTLE ROCK, AR 72103
(34.645877, -92.363563)","2018-10-19","Oct",2018,"Fri",16
"29509","09-27-2018 09:00:00 PM","2018-123789","54","23F","THEFT FROM MOTOR VEHICLE","1312 S MONROE ST","LITTLE ROCK","AR",72205,34.739611,-92.328963,"1312 S MONROE ST
LITTLE ROCK, AR 72205
(34.739611, -92.328963)","2018-09-27","Sep",2018,"Thu",21
"29510","10-22-2018 06:55:00 AM","2018-134598","93","240","MOTOR VEHICLE THEFT","93 ALIZA DR","LITTLE ROCK","AR",72210,34.645976,-92.443224,"93 ALIZA DR
LITTLE ROCK, AR 72210
(34.645976, -92.443224)","2018-10-22","Oct",2018,"Mon",6
"29511","10-13-2018 12:00:00 PM","2018-131233","53","23D","THEFT FROM BUILDING","420 S UNIVERSITY","LITTLE ROCK","AR",72204,34.748668,-92.341249,"420 S UNIVERSITY
LITTLE ROCK, AR 72204
(34.748668, -92.341249)","2018-10-13","Oct",2018,"Sat",12
"29512","07-15-2018 09:00:00 PM","2018-130312","54","23D","THEFT FROM BUILDING","925 FAIR PARK BLVD","LITTLE ROCK","AR",72204,34.742992,-92.334381,"925 FAIR PARK BLVD
LITTLE ROCK, AR 72204
(34.742992, -92.334381)","2018-07-15","Jul",2018,"Sun",21
"29513","10-19-2018 06:14:00 PM","2018-133711","53","23F","THEFT FROM MOTOR VEHICLE","3915 W 10TH ST","LITTLE ROCK","AR",72204,34.742314,-92.3174,"3915 W 10TH ST
LITTLE ROCK, AR 72204
(34.742314, -92.3174)","2018-10-19","Oct",2018,"Fri",18
"29514","10-18-2018 08:20:00 PM","2018-133335","70","220","BURGLARY/B&E","10724 W MARKHAM ST","LITTLE ROCK","AR",72211,34.753887,-92.393913,"10724 W MARKHAM ST
LITTLE ROCK, AR 72211
(34.753887, -92.393913)","2018-10-18","Oct",2018,"Thu",20
"29515","10-16-2018 03:00:00 PM","2018-132646","61","240","MOTOR VEHICLE THEFT","1612 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,34.737204,-92.341655,"1612 S UNIVERSITY AVE
LITTLE ROCK, AR 72204
(34.737204, -92.341655)","2018-10-16","Oct",2018,"Tue",15
"29516","10-19-2018 02:00:00 PM","2018-133745","90","220","BURGLARY/B&E","31 BELMAR DR","LITTLE ROCK","AR",72209,34.698466,-92.351287,"31 BELMAR DR
LITTLE ROCK, AR 72209
(34.698466, -92.351287)","2018-10-19","Oct",2018,"Fri",14
"29517","10-15-2018 10:40:00 AM","2018-131862","60","23D","THEFT FROM BUILDING","7201 KENTUCKY AVE","LITTLE ROCK","AR",72207,34.769983,-92.353816,"7201 KENTUCKY AVE
LITTLE ROCK, AR 72207
(34.769983, -92.353816)","2018-10-15","Oct",2018,"Mon",10
"29518","08-08-2018 09:04:00 AM","2018-132294","71","23D","THEFT FROM BUILDING","1705 RAINWOOD COVE DR","LITTLE ROCK","AR",72212,34.769347,-92.408363,"1705 RAINWOOD COVE DR
LITTLE ROCK, AR 72212
(34.769347, -92.408363)","2018-08-08","Aug",2018,"Wed",9
"29519","10-16-2018 06:15:00 PM","2018-132524","90","23G","THEFT OF MOTOR VEHICLE PARTS","18 COLONEL GLENN PLAZA DR","LITTLE ROCK","AR",72210,34.70865,-92.405937,"18 COLONEL GLENN PLAZA DR
LITTLE ROCK, AR 72210
(34.70865, -92.405937)","2018-10-16","Oct",2018,"Tue",18
"29520","10-14-2018 10:00:00 PM","2018-132019","63","23F","THEFT FROM MOTOR VEHICLE","57 FLINTWOOD DR","LITTLE ROCK","AR",72227,34.765856,-92.371438,"57 FLINTWOOD DR
LITTLE ROCK, AR 72227
(34.765856, -92.371438)","2018-10-14","Oct",2018,"Sun",22
"29521","10-19-2018 11:00:00 AM","2018-133665","62","23H","ALL OTHER LARCENY","35 PURDUE CIR","LITTLE ROCK","AR",72204,34.720222,-92.34507,"35 PURDUE CIR
LITTLE ROCK, AR 72204
(34.720222, -92.34507)","2018-10-19","Oct",2018,"Fri",11
"29522","10-15-2018 09:43:00 PM","2018-132123","52","23D","THEFT FROM BUILDING","1524 W 22ND ST","LITTLE ROCK","AR",72202,34.728146,-92.290771,"1524 W 22ND ST
LITTLE ROCK, AR 72202
(34.728146, -92.290771)","2018-10-15","Oct",2018,"Mon",21
"29523","10-17-2018 06:50:00 PM","2018-132861","81","13A","AGGRAVATED ASSAULT","7515 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.681822,-92.343691,"7515 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.681822, -92.343691)","2018-10-17","Oct",2018,"Wed",18
"29524","09-01-2018 01:00:00 PM","2018-132350","82","23H","ALL OTHER LARCENY","9417 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.665106,-92.344545,"9417 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.665106, -92.344545)","2018-09-01","Sep",2018,"Sat",13
"29525","10-09-2018 03:00:00 PM","2018-132041","62","23H","ALL OTHER LARCENY","6420 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.718123,-92.348512,"6420 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.718123, -92.348512)","2018-10-09","Oct",2018,"Tue",15
"29526","10-17-2018 12:00:00 PM","2018-133594","51","23H","ALL OTHER LARCENY","1 CHILDRENS WAY","LITTLE ROCK","AR",72202,34.74345,-92.289935,"1 CHILDRENS WAY
LITTLE ROCK, AR 72202
(34.74345, -92.289935)","2018-10-17","Oct",2018,"Wed",12
"29527","10-20-2018 12:48:00 PM","2018-133962","53","220","BURGLARY/B&E","727 MAPLE ST","LITTLE ROCK","AR",72205,34.744892,-92.314384,"727 MAPLE ST
LITTLE ROCK, AR 72205
(34.744892, -92.314384)","2018-10-20","Oct",2018,"Sat",12
"29528","10-16-2018 12:01:00 AM","2018-133653","72","23H","ALL OTHER LARCENY","1801 CHAMPLIN DR","LITTLE ROCK","AR",72223,34.77115,-92.44702,"1801 CHAMPLIN DR
LITTLE ROCK, AR 72223
(34.77115, -92.44702)","2018-10-16","Oct",2018,"Tue",0
"29529","10-11-2018 07:00:00 AM","2018-131821","82","23D","THEFT FROM BUILDING","5813 BASELINE RD","LITTLE ROCK","AR",72209,34.669003,-92.340803,"5813 BASELINE RD
LITTLE ROCK, AR 72209
(34.669003, -92.340803)","2018-10-11","Oct",2018,"Thu",7
"29530","10-21-2018 11:00:00 PM","2018-134825","70","23F","THEFT FROM MOTOR VEHICLE","11800 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.794548,-92.407356,"11800 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.794548, -92.407356)","2018-10-21","Oct",2018,"Sun",23
"29531","10-18-2018 06:00:00 PM","2018-133292","64","13A","AGGRAVATED ASSAULT","8920 MORRIS MANOR DR","LITTLE ROCK","AR",72205,34.7333,-92.375447,"8920 MORRIS MANOR DR
LITTLE ROCK, AR 72205
(34.7333, -92.375447)","2018-10-18","Oct",2018,"Thu",18
"29532","10-22-2018 02:28:00 PM","2018-134761","90","23F","THEFT FROM MOTOR VEHICLE","40 BRACEY CIR","LITTLE ROCK","AR",72204,34.697731,-92.383122,"40 BRACEY CIR
LITTLE ROCK, AR 72204
(34.697731, -92.383122)","2018-10-22","Oct",2018,"Mon",14
"29533","10-13-2018 05:00:00 PM","2018-131490","81","23G","THEFT OF MOTOR VEHICLE PARTS","8115 FRENCHMANS LN","LITTLE ROCK","AR",72209,34.676355,-92.346223,"8115 FRENCHMANS LN
LITTLE ROCK, AR 72209
(34.676355, -92.346223)","2018-10-13","Oct",2018,"Sat",17
"29534","10-16-2018 08:00:00 PM","2018-132505","81","23G","THEFT OF MOTOR VEHICLE PARTS","8318 DOYLE SPRINGS RD","LITTLE ROCK","AR",72209,34.673195,-92.328611,"8318 DOYLE SPRINGS RD
LITTLE ROCK, AR 72209
(34.673195, -92.328611)","2018-10-16","Oct",2018,"Tue",20
"29535","10-19-2018 12:00:00 PM","2018-133688","62","23G","THEFT OF MOTOR VEHICLE PARTS","59 MARYTON PARK CV","LITTLE ROCK","AR",72204,34.728106,-92.352777,"59 MARYTON PARK CV
LITTLE ROCK, AR 72204
(34.728106, -92.352777)","2018-10-19","Oct",2018,"Fri",12
"29536","10-15-2018 11:30:00 PM","2018-132161","71","23D","THEFT FROM BUILDING","1502 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.766082,-92.403385,"1502 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.766082, -92.403385)","2018-10-15","Oct",2018,"Mon",23
"29537","09-29-2018 08:00:00 AM","2018-132011","64","23H","ALL OTHER LARCENY","10914 KANIS RD","LITTLE ROCK","AR",72211,34.743391,-92.396298,"10914 KANIS RD
LITTLE ROCK, AR 72211
(34.743391, -92.396298)","2018-09-29","Sep",2018,"Sat",8
"29538","10-16-2018 12:01:00 AM","2018-133530","64","23H","ALL OTHER LARCENY","11400 W MARKHAM ST","LITTLE ROCK","AR",72211,34.753987,-92.401936,"11400 W MARKHAM ST
LITTLE ROCK, AR 72211
(34.753987, -92.401936)","2018-10-16","Oct",2018,"Tue",0
"29539","10-17-2018 07:00:00 PM","2018-133008","62","220","BURGLARY/B&E","6420 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.718123,-92.348512,"6420 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.718123, -92.348512)","2018-10-17","Oct",2018,"Wed",19
"29540","10-15-2018 12:30:00 PM","2018-131914","82","23D","THEFT FROM BUILDING","7301 BASELINE RD","LITTLE ROCK","AR",72209,34.669598,-92.357948,"7301 BASELINE RD
LITTLE ROCK, AR 72209
(34.669598, -92.357948)","2018-10-15","Oct",2018,"Mon",12
"29541","10-21-2018 08:30:00 PM","2018-134638","81","240","MOTOR VEHICLE THEFT","36 REGINA CIR","LITTLE ROCK","AR",72209,34.677003,-92.33197,"36 REGINA CIR
LITTLE ROCK, AR 72209
(34.677003, -92.33197)","2018-10-21","Oct",2018,"Sun",20
"29542","10-19-2018 07:45:00 AM","2018-133698","54","220","BURGLARY/B&E","2300 S HARRISON ST","LITTLE ROCK","AR",72204,34.731126,-92.332658,"2300 S HARRISON ST
LITTLE ROCK, AR 72204
(34.731126, -92.332658)","2018-10-19","Oct",2018,"Fri",7
"29543","10-20-2018 10:05:00 PM","2018-133777","52","23F","THEFT FROM MOTOR VEHICLE","2700 S SUMMIT ST","LITTLE ROCK","AR",72206,34.723221,-92.295624,"2700 S SUMMIT ST
LITTLE ROCK, AR 72206
(34.723221, -92.295624)","2018-10-20","Oct",2018,"Sat",22
"29544","10-20-2018 02:22:00 PM","2018-134000","62","120","ROBBERY","6920 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.717979,-92.352448,"6920 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.717979, -92.352448)","2018-10-20","Oct",2018,"Sat",14
"29545","10-07-2018 09:39:00 PM","2018-128548","60","23D","THEFT FROM BUILDING","7208 INDIANA AVE","LITTLE ROCK","AR",72207,34.768099,-92.354366,"7208 INDIANA AVE
LITTLE ROCK, AR 72207
(34.768099, -92.354366)","2018-10-07","Oct",2018,"Sun",21
"29546","10-17-2018 04:00:00 AM","2018-132593","81","120","ROBBERY","7724 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.679623,-92.343788,"7724 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.679623, -92.343788)","2018-10-17","Oct",2018,"Wed",4
"29547","10-11-2018 03:00:00 PM","2018-131624","71","240","MOTOR VEHICLE THEFT","36 SPRINGRIDGE DR","LITTLE ROCK","AR",72211,34.738656,-92.408112,"36 SPRINGRIDGE DR
LITTLE ROCK, AR 72211
(34.738656, -92.408112)","2018-10-11","Oct",2018,"Thu",15
"29548","10-14-2018 03:35:00 PM","2018-131609","41","23D","THEFT FROM BUILDING","2323 S ROCK ST","LITTLE ROCK","AR",72206,34.725696,-92.270207,"2323 S ROCK ST
LITTLE ROCK, AR 72206
(34.725696, -92.270207)","2018-10-14","Oct",2018,"Sun",15
"29549","10-12-2018 08:00:00 AM","2018-130768","64","23D","THEFT FROM BUILDING","9601 BAPTIST HEALTH DR","LITTLE ROCK","AR",72205,34.745439,-92.381804,"9601 BAPTIST HEALTH DR
LITTLE ROCK, AR 72205
(34.745439, -92.381804)","2018-10-12","Oct",2018,"Fri",8
"29550","10-15-2018 07:04:00 PM","2018-132062","52","23D","THEFT FROM BUILDING","2622 WOLFE ST","LITTLE ROCK","AR",72206,34.723145,-92.293365,"2622 WOLFE ST
LITTLE ROCK, AR 72206
(34.723145, -92.293365)","2018-10-15","Oct",2018,"Mon",19
"29552","10-18-2018 03:00:00 AM","2018-132999","40","23D","THEFT FROM BUILDING","1316 MAIN ST","LITTLE ROCK","AR",72103,34.735669,-92.272763,"1316 MAIN ST
LITTLE ROCK, AR 72103
(34.735669, -92.272763)","2018-10-18","Oct",2018,"Thu",3
"29553","10-18-2018 06:30:00 PM","2018-133710","50","23F","THEFT FROM MOTOR VEHICLE","5718 B ST","LITTLE ROCK","AR",72205,34.753769,-92.338239,"5718 B ST
LITTLE ROCK, AR 72205
(34.753769, -92.338239)","2018-10-18","Oct",2018,"Thu",18
"29554","10-19-2018 04:57:00 PM","2018-133672","71","23C","SHOPLIFTING","700 S BOWMAN RD","LITTLE ROCK","AR",72211,34.748653,-92.40712,"700 S BOWMAN RD
LITTLE ROCK, AR 72211
(34.748653, -92.40712)","2018-10-19","Oct",2018,"Fri",16
"29555","05-30-2018 03:00:00 PM","2018-129236","50","23D","THEFT FROM BUILDING","5901 EVERGREEN DR","LITTLE ROCK","AR",72205,34.762066,-92.338199,"5901 EVERGREEN DR
LITTLE ROCK, AR 72205
(34.762066, -92.338199)","2018-05-30","May",2018,"Wed",15
"29556","10-22-2018 06:43:00 PM","2018-134887","82","13A","AGGRAVATED ASSAULT","9500 S HEIGHTS RD","LITTLE ROCK","AR",72209,34.664609,-92.33164,"9500 S HEIGHTS RD
LITTLE ROCK, AR 72209
(34.664609, -92.33164)","2018-10-22","Oct",2018,"Mon",18
"29557","10-10-2018 07:00:00 AM","2018-131005","50","23D","THEFT FROM BUILDING","5814 LEE AVE","LITTLE ROCK","AR",72205,34.755802,-92.338516,"5814 LEE AVE
LITTLE ROCK, AR 72205
(34.755802, -92.338516)","2018-10-10","Oct",2018,"Wed",7
"29558","10-14-2018 03:41:00 PM","2018-131607","41","23C","SHOPLIFTING","1701 MAIN ST","LITTLE ROCK","AR",72103,34.732379,-92.273414,"1701 MAIN ST
LITTLE ROCK, AR 72103
(34.732379, -92.273414)","2018-10-14","Oct",2018,"Sun",15
"29559","10-18-2018 10:00:00 PM","2018-133488","52","23G","THEFT OF MOTOR VEHICLE PARTS","1802 S SUMMIT ST","LITTLE ROCK","AR",72202,34.733594,-92.295521,"1802 S SUMMIT ST
LITTLE ROCK, AR 72202
(34.733594, -92.295521)","2018-10-18","Oct",2018,"Thu",22
"29560","10-17-2018 08:15:00 PM","2018-133018","54","220","BURGLARY/B&E","2913 FAIR PARK BLVD","LITTLE ROCK","AR",72204,34.725204,-92.33516,"2913 FAIR PARK BLVD
LITTLE ROCK, AR 72204
(34.725204, -92.33516)","2018-10-17","Oct",2018,"Wed",20
"29561","10-13-2018 10:25:00 PM","2018-131359","81","23D","THEFT FROM BUILDING","8701 INTERSTATE 30","LITTLE ROCK","AR",72209,34.676355,-92.346223,"8701 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.676355, -92.346223)","2018-10-13","Oct",2018,"Sat",22
"29562","10-22-2018 06:41:00 AM","2018-134585","90","23F","THEFT FROM MOTOR VEHICLE","5604 GREENWOOD ACRES BLVD","LITTLE ROCK","AR",72204,34.695747,-92.38582,"5604 GREENWOOD ACRES BLVD
LITTLE ROCK, AR 72204
(34.695747, -92.38582)","2018-10-22","Oct",2018,"Mon",6
"29563","10-10-2018 12:30:00 AM","2018-129648","52","23D","THEFT FROM BUILDING","3004 S CHESTER ST","LITTLE ROCK","AR",72206,34.718954,-92.285929,"3004 S CHESTER ST
LITTLE ROCK, AR 72206
(34.718954, -92.285929)","2018-10-10","Oct",2018,"Wed",0
"29564","10-22-2018 11:17:00 AM","2018-134690","64","220","BURGLARY/B&E","2115 NICHOLS RD","LITTLE ROCK","AR",72205,34.733744,-92.387061,"2115 NICHOLS RD
LITTLE ROCK, AR 72205
(34.733744, -92.387061)","2018-10-22","Oct",2018,"Mon",11
"29565","10-18-2018 02:00:00 AM","2018-133023","63","23D","THEFT FROM BUILDING","10524 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75391,-92.391586,"10524 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75391, -92.391586)","2018-10-18","Oct",2018,"Thu",2
"29566","10-16-2018 07:25:00 PM","2018-132478","61","120","ROBBERY","7820 W CAPITOL AVE","LITTLE ROCK","AR",72205,34.74947,-92.363922,"7820 W CAPITOL AVE
LITTLE ROCK, AR 72205
(34.74947, -92.363922)","2018-10-16","Oct",2018,"Tue",19
"29567","10-16-2018 05:34:00 PM","2018-132464","50","220","BURGLARY/B&E","1 WILDWOOD RD","LITTLE ROCK","AR",72207,34.766552,-92.334816,"1 WILDWOOD RD
LITTLE ROCK, AR 72207
(34.766552, -92.334816)","2018-10-16","Oct",2018,"Tue",17
"29568","10-22-2018 03:11:00 PM","2018-134782","90","240","MOTOR VEHICLE THEFT","7601 N CHICOT RD","LITTLE ROCK","AR",72209,34.681309,-92.35964,"7601 N CHICOT RD
LITTLE ROCK, AR 72209
(34.681309, -92.35964)","2018-10-22","Oct",2018,"Mon",15
"29569","10-17-2018 04:45:00 PM","2018-132853","90","220","BURGLARY/B&E","29 S MEADOWCLIFF DR","LITTLE ROCK","AR",72209,34.695408,-92.348106,"29 S MEADOWCLIFF DR
LITTLE ROCK, AR 72209
(34.695408, -92.348106)","2018-10-17","Oct",2018,"Wed",16
"29570","10-11-2018 07:03:00 PM","2018-130487","40","23D","THEFT FROM BUILDING","701 S SCOTT ST","LITTLE ROCK","AR",72201,34.741605,-92.270083,"701 S SCOTT ST
LITTLE ROCK, AR 72201
(34.741605, -92.270083)","2018-10-11","Oct",2018,"Thu",19
"29571","10-16-2018 07:00:00 PM","2018-132682","72","23F","THEFT FROM MOTOR VEHICLE","12 STONEBRIDGE CIR","LITTLE ROCK","AR",72223,34.81331,-92.46892,"12 STONEBRIDGE CIR
LITTLE ROCK, AR 72223
(34.81331, -92.46892)","2018-10-16","Oct",2018,"Tue",19
"29572","10-14-2018 01:00:00 PM","2018-131837","50","23C","SHOPLIFTING","2600 CANTRELL RD","LITTLE ROCK","AR",72202,34.758358,-92.304185,"2600 CANTRELL RD
LITTLE ROCK, AR 72202
(34.758358, -92.304185)","2018-10-14","Oct",2018,"Sun",13
"29573","10-11-2018 05:22:00 PM","2018-130749","71","23D","THEFT FROM BUILDING","900 S BOWMAN RD","LITTLE ROCK","AR",72211,34.747135,-92.407181,"900 S BOWMAN RD
LITTLE ROCK, AR 72211
(34.747135, -92.407181)","2018-10-11","Oct",2018,"Thu",17
"29574","10-19-2018 08:00:00 PM","2018-133748","50","23F","THEFT FROM MOTOR VEHICLE","1615 REBSAMEN PARK RD","LITTLE ROCK","AR",72202,34.765157,-92.310122,"1615 REBSAMEN PARK RD
LITTLE ROCK, AR 72202
(34.765157, -92.310122)","2018-10-19","Oct",2018,"Fri",20
"29575","10-20-2018 04:50:00 PM","2018-134172","40","23H","ALL OTHER LARCENY","322 MAIN ST","LITTLE ROCK","AR",72205,34.759292,-92.339713,"322 MAIN ST
LITTLE ROCK, AR 72205
(34.759292, -92.339713)","2018-10-20","Oct",2018,"Sat",16
"29576","10-16-2018 03:10:00 PM","2018-132376","61","23H","ALL OTHER LARCENY","1000 RUSHING CIR","LITTLE ROCK","AR",72204,34.742944,-92.358479,"1000 RUSHING CIR
LITTLE ROCK, AR 72204
(34.742944, -92.358479)","2018-10-16","Oct",2018,"Tue",15
"29577","10-19-2018 12:11:00 AM","2018-133785","53","13A","AGGRAVATED ASSAULT","1906 N BRYANT ST","LITTLE ROCK","AR",72204,34.769089,-92.352671,"1906 N BRYANT ST
LITTLE ROCK, AR 72204
(34.769089, -92.352671)","2018-10-19","Oct",2018,"Fri",0
"29578","10-14-2018 05:05:00 PM","2018-131751","64","23A","POCKET-PICKING","2620 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.732299,-92.394731,"2620 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.732299, -92.394731)","2018-10-14","Oct",2018,"Sun",17
"29579","10-01-2018 01:45:00 AM","2018-125063","93","23F","THEFT FROM MOTOR VEHICLE","1 BOGEY LN","LITTLE ROCK","AR",72210,34.673373,-92.431347,"1 BOGEY LN
LITTLE ROCK, AR 72210
(34.673373, -92.431347)","2018-10-01","Oct",2018,"Mon",1
"29580","10-21-2018 03:55:00 PM","2018-134411","62","120","ROBBERY","6800 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.719481,-92.352717,"6800 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.719481, -92.352717)","2018-10-21","Oct",2018,"Sun",15
