"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"16843","2015-024131",60,"Theft of property Fel",2015-03-05,3,"Thursday",-92.3429852,34.7726199,"2208 N ARTHUR ST","Little Rock"," Arkansas"
"16844","2014-131668",93,"Theft of property Misd",2014-11-12,11,"Wednesday",-92.429134,34.672388,"1 PAR DR","Little Rock"," Arkansas"
"16845","2015-126082",62,"Burglary Commercial",2015-11-03,11,"Tuesday",-92.3423578,34.7235323,"3124 S UNIVERSITY AV","Little Rock"," Arkansas"
"16846","2014-049863",51,"Burglary - Residential",2014-05-07,5,"Wednesday",-92.3001553,34.741509,"1006 RICE ST","Little Rock"," Arkansas"
"16847","2015-131664",54,"Burglary - Residential",2015-11-15,11,"Sunday",-92.3314649,34.7388449,"1404 S VAN BUREN ST","Little Rock"," Arkansas"
"16848","2015-018503",81,"Burglary - Residential",2015-01-16,1,"Friday",-92.3477248,34.678789,"8701 INTERSTATE 30","Little Rock"," Arkansas"
"16849","2015-128246",41,"Breaking ",2015-11-08,11,"Sunday",-92.266059,34.7286387,"700 E 21ST ST","Little Rock"," Arkansas"
"16850","2014-098539",50,"Theft of property Fel",2014-08-20,8,"Wednesday",-92.336642,34.7560128,"505 N FILLMORE ST","Little Rock"," Arkansas"
"16851","2015-005876",90,"Theft of property Misd",2014-09-15,9,"Monday",-92.3741121,34.6710954,"9911 INTERSTATE 30","Little Rock"," Arkansas"
"16852","2015-137637",70,"Breaking ",2015-12-02,12,"Wednesday",-92.4028294,34.7638234,"1114 OLD CHARTER CT","Little Rock"," Arkansas"
"16853","2014-065156",72,"Theft of property Misd",2014-06-11,6,"Wednesday",-92.4726454,34.8052812,"5400 CHENONCEAU","Little Rock"," Arkansas"
"16854","2015-075481",90,"Breaking ",2015-07-05,7,"Sunday",-92.3873981,34.7073402,"10008 YELLOW PINE LN","Little Rock"," Arkansas"
"16855","2015-071862",90,"Theft of property Misd",2015-06-28,6,"Sunday",-92.4133645,34.7084696,"12626 LAWSON RD","Little Rock"," Arkansas"
"16856","2015-083569",82,"Breaking ",2015-07-24,7,"Friday",-92.3408851,34.6676761,"9110 LEW DR","Little Rock"," Arkansas"
"16857","2015-111074",40,"Theft of property Misd",2015-09-27,9,"Sunday",-92.267078,34.7479322,"320 PRESIDENT CLINTON AV","Little Rock"," Arkansas"
"16858","2014-144976",71,"Theft of property Misd",2014-12-10,12,"Wednesday",-92.4110469,34.755059,"12208 W MARKHAM ST","Little Rock"," Arkansas"
"16859","2014-137028",60,"Theft of property Fel",2014-11-26,11,"Wednesday",-92.3419221,34.7551959,"400 N UNIVERSITY AV","Little Rock"," Arkansas"
"16860","2015-077351",63,"Breaking ",2015-07-08,7,"Wednesday",-92.377938,34.762046,"10 TOWNE PARK CT","Little Rock"," Arkansas"
"16861","2014-139625",64,"Theft of scrap metal",2014-12-03,12,"Wednesday",-92.4065077,34.7523712,"303 S BOWMAN RD","Little Rock"," Arkansas"
"16862","2015-035032",50,"Breaking ",2015-04-01,4,"Wednesday",-92.314941,34.7554679,"502 N OAK ST","Little Rock"," Arkansas"
"16863","2015-134426",82,"Theft of property Fel",2015-11-23,11,"Monday",-92.3446807,34.6585989,"5918 DREXEL AV","Little Rock"," Arkansas"
"16864","2015-089316",62,"Burglary - Residential",2015-08-06,8,"Thursday",-92.3451192,34.7228768,"20 FAIRMONT DR","Little Rock"," Arkansas"
"16865","2015-066683",54,"Theft of property Fel",2015-06-09,6,"Tuesday",-92.3405632,34.7491366,"301 S UNIVERSITY AV","Little Rock"," Arkansas"
"16866","2015-086113",71,"Breaking ",2015-07-29,7,"Wednesday",-92.4221305,34.7511623,"300 SHADOW RIDGE DR","Little Rock"," Arkansas"
"16867","2015-145209",42,"Theft of property Fel",2015-12-20,12,"Sunday",-92.2563947,34.7395087,"1300 E 9TH ST","Little Rock"," Arkansas"
"16868","2015-140061",71,"Theft of property Misd",2015-12-09,12,"Wednesday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"16869","2015-115668",43,"Theft of property Misd",2015-10-08,10,"Thursday",-92.255153,34.712569,"3701 SPRINGER","Little Rock"," Arkansas"
"16870","2015-035274",63,"Breaking ",2015-04-02,4,"Thursday",-92.3809186,34.7567893,"323 SANTA FE TRAIL","Little Rock"," Arkansas"
"16871","2015-125182",71,"Theft of property Misd",2015-10-31,10,"Saturday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"16872","2015-033999",91,"Burglary - Residential",2015-03-31,3,"Tuesday",-92.3701599,34.6645432,"8 CACTUS","Little Rock"," Arkansas"
"16873","2015-130781",71,"Domestic Battering 2nd degree",2015-11-14,11,"Saturday",-92.4249437,34.7601515,"10 PONTALBA DR","Little Rock"," Arkansas"
"16874","2014-104157",54,"Breaking ",2014-09-08,9,"Monday",-92.3399604,34.7436663,"925 S UNIVERSITY AV","Little Rock"," Arkansas"
"16875","2015-099532",64,"Breaking ",2015-08-31,8,"Monday",-92.3944633,34.7380769,"1700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"16876","2015-093268",52,"Burglary - Residential",2015-08-15,8,"Saturday",-92.2928077,34.7359103,"1519 WOLFE ST","Little Rock"," Arkansas"
"16877","2015-098860",50,"Burglary - Residential",2015-08-28,8,"Friday",-92.314244,34.759287,"3711 OAKWOOD RD","Little Rock"," Arkansas"
"16878","2015-141923",80,"Theft of property Misd",2015-12-14,12,"Monday",-92.3412319,34.7044122,"5810 MAUREEN DR","Little Rock"," Arkansas"
"16879","2014-016242",64,"Theft of property Misd",2014-02-12,2,"Wednesday",-92.3977172,34.7329683,"2600 S SHACKLEFORD RD","Little Rock"," Arkansas"
"16880","2014-010778",64,"Theft of property Fel",2013-11-18,11,"Monday",-92.39946,34.7307048,"2616 S SHACKLEFORD RD","Little Rock"," Arkansas"
"16881","2015-124073",82,"Aggravated assault",2015-10-28,10,"Wednesday",-92.3401788,34.6610661,"5519 VALLEY DR","Little Rock"," Arkansas"
"16882","2015-055916",91,"Theft of property Misd",2015-05-22,5,"Friday",-92.3638177,34.6556179,"10422 CHICOT RD","Little Rock"," Arkansas"
"16883","2014-088373",63,"Theft of property Misd",2014-08-02,8,"Saturday",-92.3680007,34.7709732,"8424 LEATRICE DR","Little Rock"," Arkansas"
"16884","2015-017079",54,"Burglary - Residential",2015-02-13,2,"Friday",-92.3204098,34.7389257,"4200 W 14TH ST","Little Rock"," Arkansas"
"16885","2015-025882",91,"Theft of property Fel",2015-03-10,3,"Tuesday",-92.36727,34.656986,"10306 IMPALA DR","Little Rock"," Arkansas"
"16886","2015-128362",51,"Breaking ",2015-11-08,11,"Sunday",-92.2951443,34.7426155,"2000 MARYLAND AV","Little Rock"," Arkansas"
"16887","2015-117067",63,"Burglary Commercial",2015-10-11,10,"Sunday",-92.3927462,34.7703817,"10720 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"16888","2014-060512",41,"Theft of property Misd",2014-06-01,6,"Sunday",-92.2671842,34.7290602,"2017 PARK LN","Little Rock"," Arkansas"
"16889","2015-031490",80,"Burglary Commercial",2015-03-24,3,"Tuesday",-92.3340461,34.7192034,"5401 ASHER AV","Little Rock"," Arkansas"
"16890","2015-135615",64,"Theft of property Misd",2015-11-27,11,"Friday",-92.3975621,34.7283127,"2700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"16891","2015-087958",71,"Theft of property Fel",2015-07-25,7,"Saturday",-92.4145606,34.7420649,"1312 POINT WEST DR","Little Rock"," Arkansas"
"16892","2015-083788",52,"Theft of property Fel",2015-07-24,7,"Friday",-92.2992701,34.734555,"2301 W 17TH ST","Little Rock"," Arkansas"
"16893","2015-105466",61,"Theft of property Misd",2015-09-13,9,"Sunday",-92.3420218,34.7406556,"1216 S UNIVERSITY AV","Little Rock"," Arkansas"
"16894","2015-080863",81,"Aggravated Robbery ",2015-07-18,7,"Saturday",-92.332392,34.691659,"6320 BUTLER RD","Little Rock"," Arkansas"
"16895","2015-010203",50,"Breaking ",2015-01-26,1,"Monday",-92.3380531,34.7678833,"1709 N PIERCE ST","Little Rock"," Arkansas"
"16896","2015-032812",41,"Theft of property Misd",2015-03-28,3,"Saturday",-92.2763699,34.7195998,"3001 CENTER ST","Little Rock"," Arkansas"
"16897","2015-000412",63,"Burglary - Residential",2015-01-01,1,"Thursday",-92.3800894,34.7690778,"1800 SANFORD DR","Little Rock"," Arkansas"
"16898","2015-136629",91,"Theft of property Misd",2015-11-30,11,"Monday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"16899","2014-117566",64,"Theft of property Misd",2014-10-09,10,"Thursday",-92.4021928,34.7554888,"11400 W MARKHAM ST","Little Rock"," Arkansas"
"16900","2015-105248",50,"Theft of property Misd",2015-09-13,9,"Sunday",-92.3002408,34.75858,"1021 JESSIE RD","Little Rock"," Arkansas"
"16901","2014-015378",81,"Burglary - Residential",2014-02-10,2,"Monday",-92.3477248,34.678789,"8701 INTERSTATE 30","Little Rock"," Arkansas"
"16902","2015-018292",81,"Burglary - Residential",2015-02-17,2,"Tuesday",-92.342871,34.679587,"5901 YOUNG RD","Little Rock"," Arkansas"
"16903","2015-147221",72,"Theft of wireless service Fel",2015-11-15,11,"Sunday",-92.4658428,34.8144875,"5 FARRAH LN","Little Rock"," Arkansas"
"16904","2014-031709",70,"Theft of property Misd",2014-03-18,3,"Tuesday",-92.4162257,34.7960857,"4710 SAM PECK RD","Little Rock"," Arkansas"
"16905","2015-031139",61,"Theft of property Misd",2015-03-24,3,"Tuesday",-92.373071,34.7601557,"800 BROOKSIDE DR","Little Rock"," Arkansas"
"16906","2015-026405",91,"Theft of property Misd",2015-03-12,3,"Thursday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"16907","2014-059712",61,"Theft of property Misd",2014-05-30,5,"Friday",-92.3509951,34.7374982,"1601 WESTPARK DR","Little Rock"," Arkansas"
"16908","2015-105804",70,"Burglary - Residential",2015-09-14,9,"Monday",-92.394671,34.768118,"1601 N SHACKLEFORD RD","Little Rock"," Arkansas"
"16909","2014-000681",61,"Theft of property Misd",2013-09-30,9,"Monday",-92.365279,34.743736,"8701 RILEY DR","Little Rock"," Arkansas"
"16910","2015-089517",63,"Theft of property Fel",2015-08-06,8,"Thursday",-92.3753075,34.7650299,"6 BRENNAN LN","Little Rock"," Arkansas"
"16911","2015-087683",50,"Theft of property Misd",2015-08-02,8,"Sunday",-92.3396733,34.753521,"207 N UNIVERSITY AV","Little Rock"," Arkansas"
"16912","2014-065550",71,"Theft of property Fel",2014-06-12,6,"Thursday",-92.4050768,34.7672669,"1502 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"16913","2014-043271",70,"Theft of property Misd",2014-04-20,4,"Sunday",-92.4030512,34.7713036,"2001 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"16914","2015-010461",62,"Aggravated Robbery ",2015-01-27,1,"Tuesday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"16915","2015-145320",71,"Theft of property Misd",2015-12-21,12,"Monday",-92.4092087,34.7692668,"12212 RAINWOOD RD","Little Rock"," Arkansas"
"16916","2015-057759",70,"Burglary - Residential",2015-05-26,5,"Tuesday",-92.3949279,34.7596229,"524 N SHACKLEFORD RD","Little Rock"," Arkansas"
"16917","2015-085387",82,"Theft of property Misd",2015-07-25,7,"Saturday",-92.3239629,34.6643602,"1 ARAPAHO CT","Little Rock"," Arkansas"
"16918","2015-050510",72,"Breaking ",2014-05-08,5,"Thursday",-92.4712717,34.7996117,"10 EQUENNES DR","Little Rock"," Arkansas"
"16919","2015-136018",63,"Theft of property Misd",2015-11-28,11,"Saturday",-92.3898992,34.7640664,"1010 BRECKENRIDGE DR","Little Rock"," Arkansas"
"16920","2015-045997",54,"Theft of property Fel",2015-04-28,4,"Tuesday",-92.3340847,34.7299056,"2400 S TYLER ST","Little Rock"," Arkansas"
"16921","2015-147980",52,"Aggravated Robbery ",2015-12-29,12,"Tuesday",-92.280237,34.7275768,"2200 S ARCH ST","Little Rock"," Arkansas"
"16922","2015-085226",90,"Breaking ",2015-07-27,7,"Monday",-92.4325492,34.66889,"8 ARNOLD PALMER CV","Little Rock"," Arkansas"
"16923","2015-005010",40,"Breaking ",2015-01-09,1,"Friday",-92.2672323,34.7474957,"323 E PRESIDENT CLINTON AV","Little Rock"," Arkansas"
"16924","2014-051352",60,"Breaking ",2014-05-10,5,"Saturday",-92.3416358,34.7490337,"400 S UNIVERSITY AV","Little Rock"," Arkansas"
"16925","2015-070670",71,"Theft of property Misd",2015-06-25,6,"Thursday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"16926","2014-009390",71,"Burglary - Residential",2014-01-18,1,"Saturday",-92.4054147,34.7657568,"4 JOHNNYCAKE LN","Little Rock"," Arkansas"
"16927","2015-058391",40,"Domestic Battering 2nd degree",2015-05-28,5,"Thursday",-92.2686749,34.7336394,"415 E 15TH ST","Little Rock"," Arkansas"
"16928","2015-049928",54,"Theft of property Misd",2015-05-05,5,"Tuesday",-92.3265919,34.7411167,"4710 W 12TH ST","Little Rock"," Arkansas"
"16929","2015-059871",64,"Aggravated assault ",2015-05-31,5,"Sunday",-92.380114,34.7247376,"9413 DARTMOUTH DR","Little Rock"," Arkansas"
"16930","2015-090676",64,"Burglary - Residential",2015-08-08,8,"Saturday",-92.3752015,34.7267945,"2906 MALLOY ST","Little Rock"," Arkansas"
"16931","2014-067395",93,"Breaking ",2014-06-30,6,"Monday",-92.4427112,34.6465553,"12225 STAGECOACH RD","Little Rock"," Arkansas"
"16932","2015-050453",60,"Breaking ",2015-05-09,5,"Saturday",-92.343614,34.771231,"2011 N CLEVELAND ST","Little Rock"," Arkansas"
"16933","2015-115992",64,"Theft of property Fel",2015-10-08,10,"Thursday",-92.3748255,34.7257984,"3009 MALLOY ST","Little Rock"," Arkansas"
"16934","2015-046286",60,"Burglary - Residential",2015-04-29,4,"Wednesday",-92.3466655,34.7550822,"308 N PLAZA DR","Little Rock"," Arkansas"
"16935","2014-118480",71,"Theft of property Fel",2014-10-11,10,"Saturday",-92.437426,34.751074,"15108 KANIS RD","Little Rock"," Arkansas"
"16936","2015-091679",81,"Burglary Commercial",2015-08-11,8,"Tuesday",-92.3504422,34.6813111,"7420 ENMAR DR","Little Rock"," Arkansas"
"16937","2014-094617",60,"Breaking ",2014-08-18,8,"Monday",-92.3571872,34.7665885,"7500 MISSOURI AV","Little Rock"," Arkansas"
"16938","2015-059211",50,"Aggravated Robbery ",2015-05-29,5,"Friday",-92.3188884,34.751877,"4100 W MARKHAM ST","Little Rock"," Arkansas"
"16939","2015-107519",71,"Burglary - Residential",2015-09-18,9,"Friday",-92.4113381,34.7370587,"12421 CHERRY LAUREL DR","Little Rock"," Arkansas"
"16940","2015-132228",53,"Theft of property Misd",2015-11-18,11,"Wednesday",-92.3130155,34.7404846,"3514 W 12TH ST","Little Rock"," Arkansas"
"16941","2015-035475",61,"Theft of property Misd",2015-03-31,3,"Tuesday",-92.3444164,34.7299091,"34 ROSEMONT DR","Little Rock"," Arkansas"
"16942","2015-069607",90,"Theft of property Misd",2015-02-28,2,"Saturday",-92.4092928,34.6586616,"1 BASS DR","Little Rock"," Arkansas"
"16943","2015-043694",92,"Theft of property Fel",2015-04-23,4,"Thursday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"16944","2015-063865",51,"Theft of property Misd",2015-06-09,6,"Tuesday",-92.2924997,34.7410959,"1009 WOLFE ST","Little Rock"," Arkansas"
"16945","2015-069359",61,"Burglary - Residential",2015-06-22,6,"Monday",-92.3616173,34.7479452,"801 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"16946","2014-077347",72,"Theft of property Fel",2014-03-20,3,"Thursday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"16947","2014-140421",60,"Burglary - Residential",2014-12-05,12,"Friday",-92.3533328,34.7665765,"1616 N BRYANT ST","Little Rock"," Arkansas"
"16948","2015-048388",71,"Theft of property Misd",2015-01-01,1,"Thursday",-92.4425502,34.7704121,"117 WELLINGTON PLANTATIO LN","Little Rock"," Arkansas"
"16949","2015-071990",61,"Burglary - Residential",2015-06-28,6,"Sunday",-92.3486404,34.7333921,"85 BELMONT DR","Little Rock"," Arkansas"
"16950","2015-097027",90,"Theft of property Misd",2015-08-22,8,"Saturday",-92.3341046,34.678837,"9601 INTERSTATE 30","Little Rock"," Arkansas"
"16951","2015-044598",80,"Breaking ",2015-04-25,4,"Saturday",-92.3349323,34.7015325,"5304 GUM SPRINGS RD","Little Rock"," Arkansas"
"16952","2015-120734",50,"Theft of property Fel",2015-10-05,10,"Monday",-92.301748,34.759375,"1020 JESSIE RD","Little Rock"," Arkansas"
"16953","2015-089370",53,"Theft of property Misd",2015-08-05,8,"Wednesday",-92.30903,34.7259146,"3100 W ROOSEVELT RD","Little Rock"," Arkansas"
"16954","2015-000803",64,"Theft of property Misd",2015-01-02,1,"Friday",-92.4056369,34.749717,"11800 CHENAL","Little Rock"," Arkansas"
"16955","2015-109952",53,"Burglary - Residential",2015-09-24,9,"Thursday",-92.315095,34.7438159,"3709 W 8TH ST","Little Rock"," Arkansas"
"16956","2015-140238",70,"Breaking ",2015-12-09,12,"Wednesday",-92.408688,34.777107,"1 PLEASANT VALLEY DR","Little Rock"," Arkansas"
"16957","2015-146716",71,"Theft of property Misd",2015-12-24,12,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"16958","2015-111984",81,"Domestic Battering 2nd degree",2015-09-29,9,"Tuesday",-92.3334381,34.6721164,"8514 STANTON RD","Little Rock"," Arkansas"
"16959","2015-072308",82,"Theft of property Misd",2015-06-29,6,"Monday",-92.3440541,34.6693765,"5924 BASELINE RD","Little Rock"," Arkansas"
"16960","2015-042989",71,"Theft of property Misd",2015-04-21,4,"Tuesday",-92.4148501,34.7559297,"12700 CHENAL","Little Rock"," Arkansas"
"16961","2015-142559",71,"Breaking ",2015-12-15,12,"Tuesday",-92.414507,34.771527,"12701 HINSON RD","Little Rock"," Arkansas"
"16962","2015-033284",71,"Theft of property Misd",2015-03-29,3,"Sunday",-92.4041971,34.7681225,"1602 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"16963","2015-042894",52,"Theft of property Misd",2015-04-20,4,"Monday",-92.2910323,34.7333952,"1800 BISHOP ST","Little Rock"," Arkansas"
"16964","2015-105307",50,"Burglary - Residential",2015-09-12,9,"Saturday",-92.3290572,34.7526329,"121 N JACKSON ST","Little Rock"," Arkansas"
"16965","2015-001080",60,"Theft of property Misd",2015-01-03,1,"Saturday",-92.3424854,34.7502885,"314 S UNIVERSITY AV","Little Rock"," Arkansas"
"16966","2014-073363",52,"Theft of property Misd",2014-06-20,6,"Friday",-92.2904968,34.7348638,"1621 DR MARTIN LUTHER KNG DR","Little Rock"," Arkansas"
"16967","2015-091828",63,"Burglary - Residential",2015-08-12,8,"Wednesday",-92.3881272,34.7694799,"1420 BRECKENRIDGE DR","Little Rock"," Arkansas"
"16968","2015-109074",72,"Theft of property Misd",2015-09-11,9,"Friday",-92.4464315,34.7569411,"16001 CHENAL","Little Rock"," Arkansas"
"16969","2015-056608",82,"Breaking ",2015-05-23,5,"Saturday",-92.3318887,34.6594911,"9500 S HEIGHTS RD","Little Rock"," Arkansas"
"16970","2015-124580",72,"Theft of property Fel",2015-10-29,10,"Thursday",-92.4305802,34.7809585,"7 CAPE COD CT","Little Rock"," Arkansas"
"16971","2015-004716",41,"Battery 2nd degree",2015-01-13,1,"Tuesday",-92.2735714,34.726599,"2225 S MAIN ST","Little Rock"," Arkansas"
"16972","2014-135070",40,"Theft of property Fel",2014-11-21,11,"Friday",-92.2700407,34.7417049,"701 S SCOTT ST","Little Rock"," Arkansas"
"16973","2015-033574",51,"Theft of property Fel",2015-02-18,2,"Wednesday",-92.2863538,34.7457312,"1401 W CAPITOL AV","Little Rock"," Arkansas"
"16974","2015-067210",72,"Theft of property Misd",2015-06-10,6,"Wednesday",-92.4521223,34.7758048,"1 CHENAL HEIGHTS DR","Little Rock"," Arkansas"
"16975","2015-089836",71,"Theft of property Misd",2015-08-06,8,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"16976","2015-115314",71,"Burglary - Residential",2015-10-07,10,"Wednesday",-92.4089401,34.7586921,"501 NAPA VALLEY DR","Little Rock"," Arkansas"
"16977","2015-032096",53,"Terr",2015-03-26,3,"Thursday",-92.3086642,34.7379829,"3109 W 14TH ST","Little Rock"," Arkansas"
"16978","2014-127825",82,"Theft of property Misd",2014-11-02,11,"Sunday",-92.343679,34.6664294,"33 GEORGE LN","Little Rock"," Arkansas"
"16979","2014-019597",40,"Breaking ",2014-02-21,2,"Friday",-92.2661552,34.7476883,"400 PRESIDENT CLINTON AV","Little Rock"," Arkansas"
"16980","2015-095348",93,"Breaking ",2015-08-21,8,"Friday",-92.4383796,34.6667012,"3 TOM WATSON CV","Little Rock"," Arkansas"
"16981","2015-044426",90,"Robbery ",2015-04-25,4,"Saturday",-92.4007055,34.7090713,"21 REMINGTON DR","Little Rock"," Arkansas"
"16982","2015-019998",64,"Theft of property Misd",2015-02-08,2,"Sunday",-92.3963193,34.7546118,"10 SHACKLEFORD DR","Little Rock"," Arkansas"
"16983","2015-143685",62,"Theft of property Misd",2015-12-18,12,"Friday",-92.37231,34.711033,"8700 COLONEL GLENN RD","Little Rock"," Arkansas"
"16984","2015-014042",62,"Theft of property Misd",2015-02-06,2,"Friday",-92.3516404,34.7194599,"6800 COLONEL GLENN RD","Little Rock"," Arkansas"
"16985","2015-069062",82,"Theft of property Misd",2015-06-21,6,"Sunday",-92.3605775,34.6696761,"7515 BASELINE RD","Little Rock"," Arkansas"
"16986","2015-148344",72,"Theft of property Fel",2015-10-25,10,"Sunday",-92.4694362,34.8023436,"45 DURANCE DR","Little Rock"," Arkansas"
"16987","2015-040131",40,"Breaking ",2015-04-13,4,"Monday",-92.2758504,34.7434524,"617 BROADWAY ST","Little Rock"," Arkansas"
"16988","2014-091590",81,"Breaking ",2014-08-11,8,"Monday",-92.3352828,34.6725481,"3 SOUTHAVEN CT","Little Rock"," Arkansas"
"16989","2015-006775",54,"Theft of property Fel",2015-01-17,1,"Saturday",-92.3256192,34.7337673,"4609 GRAND AV","Little Rock"," Arkansas"
"16990","2015-005430",62,"Theft of property Misd",2015-01-15,1,"Thursday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"16991","2015-083183",72,"Theft of property Misd",2015-07-23,7,"Thursday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"16992","2015-139357",72,"Theft of property Misd",2015-12-07,12,"Monday",-92.4296922,34.7870999,"49 HICKORY HILLS","Little Rock"," Arkansas"
"16993","2015-071438",60,"Aggravated assault ",2015-06-27,6,"Saturday",-92.353374,34.768735,"1906 N BRYANT ST","Little Rock"," Arkansas"
"16994","2015-090986",62,"Aggravated Robbery ",2015-08-10,8,"Monday",-92.3496328,34.7248824,"3019 WARE ST","Little Rock"," Arkansas"
"16995","2015-021438",60,"Theft of property Misd",2015-02-26,2,"Thursday",-92.3448156,34.7493548,"420 S UNIVERSITY AV","Little Rock"," Arkansas"
"16996","2015-069937",40,"Theft of property Misd",2015-06-24,6,"Wednesday",-92.2673165,34.7474611,"321 E PRESIDENT CLINTON AV","Little Rock"," Arkansas"
"16997","2015-075465",90,"Breaking ",2015-07-05,7,"Sunday",-92.4256965,34.667018,"29 ROSEWALL LN","Little Rock"," Arkansas"
"16998","2014-108151",53,"Theft of property Misd",2014-09-18,9,"Thursday",-92.3161787,34.7479255,"3824 W CAPITOL AV","Little Rock"," Arkansas"
"16999","2015-003640",64,"Theft of property Misd",2015-01-10,1,"Saturday",-92.3977919,34.7318491,"2610 S SHACKLEFORD RD","Little Rock"," Arkansas"
"17000","2015-101468",60,"Theft of property Misd",2015-09-02,9,"Wednesday",-92.3424843,34.75792,"6205 RIDGECREST DR","Little Rock"," Arkansas"
"17001","2015-004458",50,"Burglary - Residential",2015-01-12,1,"Monday",-92.3209557,34.7573997,"2500 KAVANAUGH","Little Rock"," Arkansas"
"17002","2015-046276",53,"Theft of property Misd",2015-04-29,4,"Wednesday",-92.3011756,34.7464302,"516 THAYER ST","Little Rock"," Arkansas"
"17003","2015-010304",72,"Theft of property Misd",2015-01-27,1,"Tuesday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"17004","2015-088354",90,"Robbery ",2015-08-04,8,"Tuesday",-92.3602807,34.6911708,"6500 CAROLINA DR","Little Rock"," Arkansas"
"17005","2015-125834",52,"Theft of property Misd",2015-10-31,10,"Saturday",-92.2821423,34.7214342,"715 W 28TH ST","Little Rock"," Arkansas"
"17006","2015-092169",64,"Aggravated assault ",2015-08-13,8,"Thursday",-92.380145,34.721338,"9600 W 36TH ST","Little Rock"," Arkansas"
"17007","2015-072890",63,"Theft of property Misd",2015-06-27,6,"Saturday",-92.3636635,34.7755213,"8101 CANTRELL RD","Little Rock"," Arkansas"
"17008","2015-020578",51,"Burglary - Residential",2015-02-23,2,"Monday",-92.2856958,34.7500831,"101 S VICTORY ST","Little Rock"," Arkansas"
"17009","2015-128336",40,"Theft of property Fel",2015-11-07,11,"Saturday",-92.2714961,34.748547,"3 STATEHOUSE","Little Rock"," Arkansas"
"17010","2015-036277",60,"Theft of property Misd",2015-01-20,1,"Tuesday",-92.3475732,34.7610987,"6700 H ST","Little Rock"," Arkansas"
"17011","2015-058228",50,"Theft of property Misd",2015-05-27,5,"Wednesday",-92.3279593,34.7532793,"14 BRICKTON PL","Little Rock"," Arkansas"
"17012","2015-017524",82,"Aggravated assault",2015-02-15,2,"Sunday",-92.3318887,34.6594911,"9500 S HEIGHTS RD","Little Rock"," Arkansas"
"17013","2014-033133",63,"Burglary - Residential",2014-03-27,3,"Thursday",-92.3743628,34.7551481,"7 BROOKRIDGE DR","Little Rock"," Arkansas"
"17014","2015-060733",92,"Theft of property Misd",2015-06-02,6,"Tuesday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"17015","2015-136330",54,"Robbery ",2015-11-29,11,"Sunday",-92.3425421,34.7213932,"3400 S UNIVERSITY AV","Little Rock"," Arkansas"
"17016","2015-136306",60,"Theft of property Misd",2015-11-29,11,"Sunday",-92.3437502,34.7466094,"600 S UNIVERSITY AV","Little Rock"," Arkansas"
"17017","2014-149252",81,"Burglary Commercial",2014-12-26,12,"Friday",-92.3438969,34.6814455,"7510 GEYER SPRINGS RD","Little Rock"," Arkansas"
"17018","2015-004784",63,"Burglary - Residential",2015-01-13,1,"Tuesday",-92.3648971,34.7644553,"1304 BISCAYNE DR","Little Rock"," Arkansas"
"17019","2015-005591",53,"Theft of property Misd",2015-01-15,1,"Thursday",-92.3084717,34.7338009,"1822 JOHNSON ST","Little Rock"," Arkansas"
"17020","2015-091506",82,"Battery 2nd degree",2015-08-11,8,"Tuesday",-92.3387081,34.6627297,"9500 DARIEN DR","Little Rock"," Arkansas"
"17021","2015-138363",54,"Terr",2015-12-04,12,"Friday",-92.3271504,34.7261538,"2803 MADISON ST","Little Rock"," Arkansas"
"17022","2015-117999",82,"Burglary Commercial",2015-10-14,10,"Wednesday",-92.3305888,34.6681025,"4723 BASELINE RD","Little Rock"," Arkansas"
"17023","2015-140248",43,"Burglary Commercial",2015-12-09,12,"Wednesday",-92.2491216,34.7209199,"2003 E ROOSEVELT RD","Little Rock"," Arkansas"
